College Name,State,District/City,Departments,Department Count
"M. H. Saboo Siddik Polytechnic, Mumbai",Maharashtra,Mumbai,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,7
"M. S. P. Mandal'S Deogiri College, Aurangabad",Maharashtra,Aurangabad,Arts; Biotechnology; Commerce; Engineering; Information Technology; Management; Science,7
"M. S. P. Mandals, Jai Prakash Narayan College Of Education, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Education,1
"M. S.. P. Mandals, Arts,Commerce And Science College, Kille Dharur",Maharashtra,Beed,Arts; Commerce; Science,3
"M.A.E.E.R. Pune's Maharashtra Institute of Pharmaceutical Sciences, Latur, Dist. Latur",Maharashtra,Hingoli,Pharmacy,1
"M.B. More Foundations Arts, Commerce & Science Women College",Maharashtra,Raigad,Arts; Commerce; Science,3
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati",Maharashtra,Chandrapur,Computer Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,4
M.E.S. Pillai Institute of Management Studies & Research,Maharashtra,Raigad,Management,1
M.E.T. Institute of Computer Science,Maharashtra,Mumbai,Computer Science; Science,2
M.E.T. Institute of Management,Maharashtra,Mumbai,Management,1
"M.G.M's College of Computer Science & I.T., Parbhani Dist. Parbhani",Maharashtra,Parbhani,Computer Science; Science,2
M.G.M. Institute of Management Studies & Research,Maharashtra,Mumbai,Management,1
"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",Maharashtra,Thane,Engineering/BTech,1
"M.H. Saboo Siddik Engineering College, BycullaM.H. Saboo Siddik",Maharashtra,Mumbai,Engineering,1
"M.H. Shinde Arts and Commerce College, TISANGI-416 206 Tal- Gaganbavada, Dist- Kolhapur",Maharashtra,Kolhapur,Arts; Commerce,2
"M.I.P. Arts & Computer College, JawalbazarTq.Aundha Nagnath Dist. Hingoli",Maharashtra,Hingoli,Arts,1
"M.I.P. Computer College, Aundha Nagnath Dist. Hingoli",Maharashtra,Hingoli,Computer Applications; Computer Science,2
"M.I.T. College of Commerce & Management Studies Vishwanathpuram, Latur Dist. Latur",Maharashtra,Hingoli,Commerce; Management,2
"M.I.T. Jansanwad College, Vishnathpuram, Ambajogai Road, Latur Dist. Latur",Maharashtra,Hingoli,BCA; Journalism and Mass Communication; M.Sc,3
M.J. Fule Social Work Mv Yavatmal,Maharashtra,Yavatmal,Social Work,1
M.K.E.S. COLLEGE OF LAW,Maharashtra,Mumbai,Law,1
"M.P.G.V.S.'s Mahatma Phule B.C.A. College, karegaon Road, Parbhani Dist. Parbhani",Maharashtra,Parbhani,BCA,1
"M.S. Bidve Engineering College, Latur",Maharashtra,Latur,Civil Engineering; Computer Science and Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; Mechanical Engineering,7
"M.S. COLLEGE OF ARTS, COMMERCE, SCIENCE, B.M.S.,B.Sc.(IT), B.Sc.(CS)",Maharashtra,,Arts; B.Sc; Commerce; Science,4
M.S. College of Law,Maharashtra,Thane,Law,1
"M.S. COLLEGE OF LAW, WADA",Maharashtra,Palghar,Law,1
"M.S.P. Arts, Commerce & K.P.T. Science College, Manora",Maharashtra,Washim,Arts; Commerce; Science,3
M.S.W. ( Akhil sir Socialwork ) College Parbhani Dist. Parbhani,Maharashtra,Parbhani,Social Work,1
"Madhavarao Patil A.C.S. Mahavidyalaya, Palam Tq. Palam Dist. Parbhani",Maharashtra,Parbhani,Arts; Commerce; Science,3
Madhyavarti Hindu Sainik Shikshan Mandal Bhonsala Military College,Maharashtra,Nashik,BSc; MCA,2
"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi",Maharashtra,Solapur,Engineering/BTech,1
Magic Computer Academy,Maharashtra,Aurangabad,B.Sc Computer Science; BCA; Management,3
"Mahadevrao B.Ed. College,Turkewadi, Tal-Chandgad, Dist-Kolhapur",Maharashtra,Kolhapur,Education,1
"Mahadevrao Wandre Institute of Technology, Turkewadi",Maharashtra,Kolhapur,Civil Engineering; Computer Engineering; Mechanical Engineering,3
"Mahananda B. Ed. College, Osmanabad",Maharashtra,Osmanabad,Education,1
"Mahapoli Educational and Charitable Trusts Hajra Mohammad Husain Bhure College of Arts, Science and Commerce",Maharashtra,Thane,Arts; Commerce; Science,3
"Maharaja Sayajirao Gaikwad Art,S Science & Commerce College Bazar Sawngi Tq. Khultabad",Maharashtra,Aurangabad,Commerce; Science,2
"Maharashtra Academy Of Engineering And Educational Research MAEER's Arts Commerce and Science College, Pune",Maharashtra,Pune,BSc,1
"Maharashtra Academy Of Engineering And Educational Research MIT Arts,Commerce And Science College",Maharashtra,Pune,BSc; MCA,2
"Maharashtra College of Engineering, Nilanga Dist. Latur- 413517",Maharashtra,Hingoli,Engineering,1
Maharashtra College of I.T. Ahemadpur Dist. Latur,Maharashtra,Hingoli,Information Technology,1
"Maharashtra College of Pharmacy, Nilanga Dist. Latur",Maharashtra,Hingoli,Pharmacy,1
"Maharashtra Cosmopolitan Education Societys M.C.E.S. College of Education & Research, Mumbra",Maharashtra,Thane,Education,1
Maharashtra Education Society Abasaheb Garware Mahavidyalay,Maharashtra,Pune,BSc; MCA,2
"Maharashtra Institute of Polytechnic, Betala, Bramhapuri,Chandrapur",Maharashtra,Chandrapur,Civil Engineering; Electrical Engineering; Mechanical Engineering,3
"Maharashtra Institute of Printing Technology(Aided), Pune",Maharashtra,Pune,Printing Technology,1
Maharashtra Institute Of Technology,Maharashtra,Aurangabad,Civil Engineering; Computer Science Engineering; Information Science Engineering; MBA; Mechanical Engineering,5
"Maharashtra Lalit Kala Mahavidyalaya, Latur Dist. Latur",Maharashtra,Hingoli,Arts,1
"Maharashtra Mahavidyalaya, Nilanga Tq. Nilanga Dist. Latur-413521",Maharashtra,Hingoli,Arts; BBA; BCA; Commerce; Science,5
"Maharashtra Shikshan Prasarak Mandals,Sommaya Diploma In Engineering, Wadgaon Dist Chandrapur",Maharashtra,Chandrapur,Civil Engineering; Computer Science and Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering; Medical Laboratory Technology; Mining and Mine Surveying,7
"Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe, Polytehnic,Vilholi,Nashik",Maharashtra,Nashik,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,5
"Maharashtra State Institute of Hotel Management & Catering Technology,Pune",Maharashtra,Pune,Travel and Tourism,1
"Maharashtra Udayagiri Engineering College, Somnathpur Villege, Udgir Dist. Latur",Maharashtra,Hingoli,Engineering,1
"Maharashtra Udaygiri Mahavdiyalaya, Udgir Tq. Udgir Dist. Latur-413517",Maharashtra,Hingoli,Agriculture; Arts; BCA; Commerce; Management; Science,6
Maharashtriya Shikshan Sanstha Sanchalit Parag B.Ed. College,Maharashtra,Ratnagiri,Education,1
MAHARIA CHARITABLE TRUST Sahyadri Valley College of engineering & technology,Maharashtra,Pune,BSc,1
"Maharshi Dayanand College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Science,3
"Maharshi Karve Stree Shikshan Sanstha's Shri Sidhvinayak Mahila Mahavidyalaya Karvenagar, Pune",Maharashtra,Pune,BSc,1
Maharshtra Jain Sanskrutik Mandal Institute of Management Social Sciences and Research,Maharashtra,Pune,MBA (IT),1
"Mahatama Gandhi Mission Trusts College Of Dramatics, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Dramatics / Performing Arts,1
"Mahatma Basaveshwar Education Society's T.B.Girwalkar Polytechnic, Ambejogai, Dist.Beed",Maharashtra,Beed,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Computer Engineering; Mechanical Engineering,5
"Mahatma Basaveswar Education Society'S College Of Engineering, Ambajogai",Maharashtra,Beed,Education; Engineering,2
"Mahatma Basaweshwar Education Society's College of Engineering, Ambejogai",Maharashtra,Beed,Engineering/BTech,1
"Mahatma Basweshwar Mahavidyalaya, Latur Dist. Latur-413512",Maharashtra,Hingoli,Arts; BCA; Commerce; Science; Social Work,5
"Mahatma Education B.Ped., Vidyadhiraja College of Physical Education & Research",Maharashtra,Raigad,Education; Physical Education,2
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Maharashtra,Raigad,Engineering/BTech,1
"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad",Maharashtra,Raigad,Civil Engineering; Computer Engineering; Engineering/BTech; Mechanical Engineering,4
"Mahatma Education Society, Pillai HOC College of Architecture",Maharashtra,Raigad,Architecture; Education,2
"Mahatma Education Society, Pillai HOC College of Education and Research, Rasayani",Maharashtra,Raigad,Education,1
"Mahatma Education Societys Pillai College of architechture, New Panvel",Maharashtra,Raigad,Education,1
"Mahatma Fule Arts, Commerce & Sitaramji Choudhari Science Mv., Warud",Maharashtra,Amravati,Arts; Commerce; Science,3
Mahatma Gandhi College Of Education,Maharashtra,Aurangabad,Education,1
Mahatma Gandhi Mahavidyalaya,Maharashtra,Hingoli,Arts; BCA; Commerce; Science,4
"Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Maharashtra,Nanded,Engineering/BTech,1
Mahatma Gandhi Missions Law College,Maharashtra,Thane,Law,1
Mahatma Gandhi Sarvodaya Sangh Mahatma Gandhi Sarvodaya Sangh Sanchalit Padmshri Manibhai Desai Mahavidyalaya,Maharashtra,Pune,BSc,1
Mahatma Gandhi Vidyamandir Arts Commerce & Science college Malegaon City,Maharashtra,Nashik,BSc,1
"Mahatma Gandhi Vidyamandir Arts,Science and Commerce College Manmad.",Maharashtra,Nashik,BSc,1
"Mahatma Gandhi Vidyamandir Maharaja Sayajirao Gaikwad Arts, Science and Commerce College",Maharashtra,Nashik,BSc; MCA,2
"Mahatma Gandhi Vidyamandir Mahatma Gandhi Vidya Mandir's, Karmaveer Bhausaheb Hiray Arts, Science & Commerce College Nimgaon, Tal.Malegaon, Dist-Nashik",Maharashtra,Nashik,BSc,1
Mahatma Gandhi Vidyamandir Panchvati College of Management and Computer Science,Maharashtra,Nashik,BSc; MCA,2
Mahatma Gandhi Vidyamandir Samajshree Prashantdada Hiray Arts Science &Commerce College,Maharashtra,Nashik,BSc,1
"Mahatma Jyotiba Fule Mv., Amravati",Maharashtra,Amravati,Arts; BCA; Commerce; Information Technology; MCA; Management,6
"Mahatma Jyotiba Fule Mv., Bhatkuli",Maharashtra,Amravati,Arts; Commerce; Science,3
"Mahatma Jyotiba Phule College Of Computer Science And Information Technology,Chousala, Place- Chausala , Taluka - Beed",Maharashtra,Beed,Computer Science; Information Technology; Science,3
"Mahatma Jyotiba Phule College Of Social Work, Jalna",Maharashtra,Jalna,Social Work,1
"Mahatma Night Degree, College of Arts & Commerce",Maharashtra,Mumbai,Arts; Commerce,2
"Mahatma Phule Adhyapak Mahavidyalaya, Jalkot Dist. Latur",Maharashtra,Hingoli,Education,1
"Mahatma Phule B.C.A. College, Opp. MSEB office, Parbhani Dist. Parbhani",Maharashtra,Parbhani,BCA,1
"Mahatma Phule BCA Colllege Vishal Nagar, Latur Dist. Latur",Maharashtra,Hingoli,BCA,1
Mahatma Phule college of Computer Science & I.T. Manwat Dist. Parbhani,Maharashtra,Parbhani,Computer Science; Science,2
Mahatma Phule College Of Education (B. Ed-M. Ed),Maharashtra,Aurangabad,Education,1
"Mahatma Phule College of I.T., Jalkot Dist. Latur",Maharashtra,Hingoli,Arts; BCA; Science,3
"Mahatma Phule College, Kingaon Tq. Ahemadpur Dist. Latur",Maharashtra,Hingoli,Arts,1
"Mahatma Phule Education Society College of Arts, Science, Commerce & Management",Maharashtra,Mumbai,Arts; Commerce; Education; Management; Science,5
"Mahatma Phule Education Societys Night College of Arts, Commerce & Management - BMS",Maharashtra,Mumbai,Arts; Commerce; Education; Management,4
"Mahatma Phule Education Trusts Manohar Joshi College of Arts, Science & Commerce",Maharashtra,Mumbai,Arts; Commerce; Education; Science,4
Mahatma Phule M.Ed. Mahavidyalaya Jalkot. Dist Latur,Maharashtra,Hingoli,Education,1
"Mahatma Phule Mahavidyalaya, Ahemadpur Dist. Latur-413515",Maharashtra,Hingoli,Arts,1
"Mahatma Phule Samajik & Shaikshanik Vikas Mandal, Samrat Ashok Polytechnic,Dhule Road, Chalisgaon ,Dist Jalgaon",Maharashtra,Jalgaon,Mechanical Engineering,1
Mahatma Phule Vastigruh M.P. College of Cyber and Digital Science,Maharashtra,Pune,BSc,1
MAHATMA PHULE VIDYA PRATISHTAN SHANTABAI SHIVRAM PAWAR COLLEGE,Maharashtra,Pune,BSc,1
"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
"Mahavir Mahavidyalaya, 7/E, Bhausingji Road, KOLHAPUR-416 003 (Autonomous From 2020-21)",Maharashtra,Kolhapur,Arts; Commerce; Education; Hospitality and Travel; Mass Communication and Media; Science,6
"Mahavir Polytechnic, Nashik",Maharashtra,Nashik,Artificial Intelligence; Civil Engineering; Computer Engineering; Electrical Engineering; Information Technology; Mechanical Engineering,6
"Mahdushali Arts, Science And Commerce College, Salgara Duty, Place-Tuljapur City, Taluka",Maharashtra,Osmanabad,Arts; Commerce; Science,3
Mahendra Laxman Mhatre Degree College,Maharashtra,Thane,Arts; Commerce,2
"Mahendra Pratap Sharada Prasad Singh College of Arts, Commerce & Science",Maharashtra,Mumbai,Arts; Commerce; Science,3
"Mahila Art'S College, Harsul, Aurangabad",Maharashtra,Aurangabad,Arts,1
"Mahila Arts, Comm College Chandur Rly",Maharashtra,Amravati,Arts,1
"Mahila Mahavidyalaya (Arts, Commerce & Science) Kavathe Mahankal, Dist. Sangli",Maharashtra,Sangli,Arts; Commerce; Science,3
"Mahila Mahavidyalaya,Mangalwar Peth, KARAD-415 124 Tal:Karad, Dist-Satara",Maharashtra,Satara,Arts; BCA; Commerce,3
"Mahila Mv., Jog Chouk, Amravati",Maharashtra,Amravati,Arts; Commerce; Education; Performing Arts; Science,5
"Mahila Shikshan Shastra Mahavidyalaya, TASGAON-416 312 Dist:Sangli",Maharashtra,Sangli,Education,1
"Mahila Shikshanshastra Mahavidyalaya, Market Yard, Yuth Bank, Kolhapur",Maharashtra,Kolhapur,Education,1
"Mahyco Research Foundation Trust'S Badrinarayan Barwale Mahavidyalay, Jalna",Maharashtra,Jalna,Arts; BCA; Commerce; Science,4
"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur",Maharashtra,Nagpur,Engineering/BTech,1
Maitree Institute of Management & Tech. Bhatangali Tq. Dist. Latur,Maharashtra,Hingoli,Management,1
"Major Anandrao Ghatage Arts, commerce College, A/P Mouje Senapati Kapshi, Tal. Kagal, Dist. Kolhapur",Maharashtra,Kolhapur,Arts; Commerce,2
"Manalis Institute of Hotel Management And Catering Technology, Kasegaon, Tal. Walwa, Dist. Sangli",Maharashtra,Sangli,Hotel Management; Management,2
"Manav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola, 444302",Maharashtra,Akola,Engineering/BTech,1
"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",Maharashtra,Akola,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Manavendra Kendre Adhyapak Mahavidyalaya, Jalkot Dist. Latur",Maharashtra,Hingoli,Education,1
"Manavlok Social Work College, Place- Ambajogai City, Taluka - Ambajogai",Maharashtra,Beed,Social Work,1
Mandar Education Society Rajaram Shinde College of Engineering,Maharashtra,Ratnagiri,Education; Engineering,2
"Mandar Education Society's Rajaram Shinde Institute of Engineering and Technology, Pedhambe",Maharashtra,Ratnagiri,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Mandar Education Society, Smt. Shailaja Shinde Arts, Commerce & Science College",Maharashtra,Ratnagiri,Arts; Commerce; Education; Science,4
"Mangaon Shikshan Prasarak Mandals D G Tatkare Mahavidyalay Arts, Science & Commerce",Maharashtra,Raigad,Arts; Commerce; Science,3
Mangaon Taluka Education Societys Doshi Vakil Arts & Goregaon Co-Operative Urban Bank Science & Commerce College,Maharashtra,Mumbai,Arts; Commerce; Education; Science,4
"Manikrao (Dada) Kadam - Patil College Of Computer Science, Place- Tuljapur City, Taluka - Tuljapur",Maharashtra,Osmanabad,Computer Science; Science,2
"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Maharashtra,Mumbai,Engineering/BTech,1
Manjara Charitable Trusts College of Education & Research,Maharashtra,Mumbai,Education,1
"Manjara Mahavidyalaya, Kanhari Lamantanda, Latur-413512",Maharashtra,Hingoli,Arts,1
"Manjra Charitable Trusts College of Law, Vashi",Maharashtra,Thane,Law,1
"Manjunath College of Commerce & Junior College of Commerce , Thakurli",Maharashtra,Thane,Commerce,1
"Maratha Shikshan Sanstha's P.D.Patil Institute of Polytechnic, Talegaon, Asthi, Wardha",Maharashtra,Wardha,Civil Engineering; Computer Science and Engineering; Electrical Engineering; Mechanical Engineering,4
"Maratha Shikshan Sansthas, Institute Of Management Studies And Information Technology, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Auran",Maharashtra,Aurangabad,Information Technology; Management,2
"Maratha Vidya Prasarak Samaj (MVPS / NDMVPS) Institutions, Nashik",Maharashtra,Nashik,Artificial Intelligence (AI) and Machine Learning; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Engineering/BTech; Information Technology; MBA (IT); MCA; Mechanical Engineering,9
"Maratha Vidya Prasarak Samaj Arts ,Commerce and Science College Nandgaon",Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj C.M.C.S. College, Nashik",Maharashtra,Nashik,BSc; MCA,2
Maratha Vidya Prasarak Samaj GMD Arts BW Commerce and Science College,Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj Institute Of Management,Research And Technology",Maharashtra,Nashik,MBA (IT); PG Diploma,2
"Maratha Vidya Prasarak Samaj K.G.D.M. Arts Comm. Science, College Niphad Dist Nashik",Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj K.K. Wagh Arts, Science and Commerce College, Pimpalgaon (B.)",Maharashtra,Nashik,Arts; BSc; Commerce; MCA; Science,5
"Maratha Vidya Prasarak Samaj K.P.G. Arts, Commerce & Science College, Igatpuri",Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj Karmaveer Adv Baburao Ganpatrao Thakare,College of Engineering",Maharashtra,Nashik,MCA,1
"Maratha Vidya Prasarak Samaj Karmaveer Shantarmbapu Kondaji Wavare Arts,Science and Commerce College",Maharashtra,Nashik,BSc; MCA,2
Maratha Vidya Prasarak Samaj Karmveer Abasaheb alias N.M. Sonwane Arts Commerce and Science College,Maharashtra,Nashik,BSc; MCA,2
Maratha Vidya Prasarak Samaj KRT Arts BH Commerce and AM Science College (KTHM) Nashik,Maharashtra,Nashik,BSc; MCA,2
Maratha Vidya Prasarak Samaj S.V.K.T. College,Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj's Arts, Commerce & Science College",Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj's Arts, Commerce & Science College, Vadner Bhairav",Maharashtra,Nashik,BSc,1
"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik",Maharashtra,Nashik,Engineering/BTech,1
Marathwada College Of Education,Maharashtra,Aurangabad,Education,1
Marathwada Institute Of Career Education Management Studies And Resource,Maharashtra,Aurangabad,Education; Management,2
Marathwada Institute Of Management & Research. Aurangabad,Maharashtra,Aurangabad,Management,1
"Marathwada Institute of Studies & Research, Iqbal Nagar, Parbhani Dist. Parbhani",Maharashtra,Parbhani,,0
"Marathwada Institute Of Technology, Aurangabad",Maharashtra,Aurangabad,Agriculture and Farm Engineering; Artificial Intelligence and Machine Learning; Civil Engineering; Computer Science Engineering; Electrical Engineering,5
"Marathwada Institute Of Technology, Cidco, Aurangabad",Maharashtra,Aurangabad,Artificial Intelligence and Machine Learning; BCA; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Computer Engineering; MCA; Mechanical Engineering,8
"Marathwada kala varishta Mahavidyalaya, Dharani Road, Nalegaon Tq. Chakur Dist. Latur",Maharashtra,Hingoli,Arts,1
Marathwada Mitra Mandal Marathwada Mitra Mandal's College of Commerce,Maharashtra,Pune,BSc,1
"Marathwada Mitra Mandal's College of Architecture, Pune",Maharashtra,Pune,Architecture; Interior Design,2
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Maharashtra,Pune,Engineering/BTech,1
"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune",Maharashtra,Pune,Engineering/BTech,1
"Marathwada Mitra Mandal's Institutions (MMCOE, MMIT, Architecture), Pune",Maharashtra,Pune,Architecture; Artificial Intelligence (AI) and Machine Learning; Automation and Robotics; Automobile Engineering; Computer Engineering; Electrical Engineering; Engineering/BTech; Interior Design; MCA; Mechanical Engineering; Mechatronics,11
"Marathwada Mitra Mandal's Polytechnic, Pune",Maharashtra,Pune,Artificial Intelligence; Automation and Robotics; Automobile Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering; Mechatronics,7
"Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies, Parbhani",Maharashtra,Parbhani,Engineering/BTech,1
"Marathwada Shikshan Prasarak Mandal, Yeshwantrao Chavan Institute Of Polytechnic, Beed",Maharashtra,Beed,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
Master Deenanath Mangeshkar Mahavidyalaya,Maharashtra,Hingoli,Arts; BCA; Commerce; M.Sc Software Engineering,4
"Mata Mahakali Bahuuddeshiya Shikshan Prasarak Mandal's Mata Mahakali Polytechnic College, Warora",Maharashtra,Chandrapur,Civil Engineering; Computer Technology; Electrical Engineering; Electronics and Telecommunication Engg; Mechanical Engineering,5
"Mata Vaishno Devi Foundations Mata Vaishnodevi College of Arts, Commerce and Science",Maharashtra,Sindhudurg,Arts; Commerce; Science,3
"Matoshree Sumati C. Tipnis College of Arts & Commerce, Karjat",Maharashtra,Raigad,Arts; Commerce,2
Matoshree Velbai D.Hariya College of Arts Science and Commerce,Maharashtra,Thane,Arts; Commerce; Science,3
"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Maharashtra,Nashik,Engineering/BTech,1
"Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Maharashtra,Nashik,Automobile Engineering; Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,7
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Maharashtra,Nashik,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering; Mechatronics,5
Matoshri Education Society Matoshri College of Science,Maharashtra,Nashik,BSc,1
"Matoshri Education Society, Yeola Matoshri Arts, Science & Computer Science College",Maharashtra,Nashik,BSc,1
"Matoshri Pratishan's Group of Institutions (Integrated Campus), Kupsarwadi , Nanded",Maharashtra,Nanded,Engineering/BTech,1
"Matoshri Pratishthan, Vishwabharati Polytechnic Institute, Vishnupuri, Nanded.",Maharashtra,Nanded,Civil Engineering; Computer Engineering; Electrical Engineering; Electronics and Telecommunication Engg; Information Technology; Mechanical Engineering,6
Matoshri Shikshan Sanstha Matoshri Engineering College and Research Center,Maharashtra,Nashik,MCA,1
Matoshri Ushatai Jadhav Institute of Management Studies & Research Centre,Maharashtra,Thane,Management,1
"Matrubhoomi Mahavidyalaya, Cpt.Krushnkant Cohk,Udgir Dist. Latur",Maharashtra,Hingoli,BCA; Education; Science,3
Matruchhaya Degree College of Commerce,Maharashtra,Mumbai,Commerce,1
"Matsyadari Shikshan Sansthas College of Commerce, Sanpada. (OLD Name) Bombay Bunts College of Higher Education",Maharashtra,Thane,Commerce; Education,2
"Matsyodari Arts, Commerce & Science College, Ambad, Place- Ambad, Taluka -Ambad",Maharashtra,Jalna,Arts; Commerce; Science,3
"Matsyodari Shikshan Sansatha's College of Engineering and Technology, Jalna",Maharashtra,Jalna,Civil Engineering; Computer Science and Engineering; Electrical Engineering; Engineering/BTech; Mechanical Engineering,5
"Matsyodari Shikshan Sansthas, Arts And Science College, Kumbhar Pimpalgaon, Place- Khumbar Pimpalgaon,Taluka - Ghansavangi",Maharashtra,Jalna,Arts; Science,2
"Matsyodari Shikshan Sansthas, Arts And Science College, Ranjani, Place-Ranjani, Taluka - Ghansavangi",Maharashtra,Jalna,Arts; Science,2
"Matsyodari Shikshan Sansthas, College Of Arts, Tirthpuri, Place- Ghansavangi, Taluka -",Maharashtra,Jalna,Arts,1
"Matsyodari Shikshan Sansthas, College Of Education, Place- Jalna City(Municipal Corp. Area), Taluka - Jalna Cit",Maharashtra,Jalna,Education,1
"Matsyodari Shikshan Sansthas, College Of Engineering And Technology, Place- Jalna City (Municipal Corp. Area)",Maharashtra,Jalna,Engineering,1
"Matsyodari Shikshan Sansthas, College Of Law, Place- Jalna City (Municipal Corp. Area), Taluka - Jalna",Maharashtra,Jalna,Law,1
"Matushri Kanbai Lalbai & Motibai Lohana Kanyashala & Balikagruth, B.L. Amlani College of Commerce & Economics, M.R. Nathwani College of Arts",Maharashtra,Mumbai,Arts; Commerce,2
"Maulana Abdul Kalam Azad College of Computer, Bori Tq.Dist. Latur",Maharashtra,Hingoli,Computer Applications; Computer Science,2
"Maulana Azad College Of Arts, Science & Commerce, Place- Aurangabad City (Municipal Corp. Area) , Taluka - Aurangabad City",Maharashtra,Aurangabad,Arts; Commerce; Science,3
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Maharashtra,Nashik,Civil Engineering; Computer Engineering; Electronics and Computer Engineering; Engineering/BTech; Mechanical Engineering; Textile Manufactures,6
"Mauli College Of Library & Information Science , Reogaon Road, Place- Jalna City (Municipal Corp. Area), Taluka - Jalna City",Maharashtra,Jalna,Science,1
"Mauli College of Pharmacy (B.Pharm.) At. Post Tondar, Tq. Udgir Dist. Latur",Maharashtra,Hingoli,Pharmacy,1
"Mauli Group of Institute of Engg. & Tech., College Shegaon",Maharashtra,Buldhana,Civil Engineering; Computer Science Engineering; Electronics and Power Engineering; Electronics and Telecommunication Engineering; Information Technology; Mechanical Engineering,6
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",Maharashtra,Buldhana,Engineering/BTech,1
"Mauli Institute of Technology (Polytechnic), Amalner, Dist. Jalgaon",Maharashtra,Jalgaon,Civil Engineering; Computer Engineering; Electrical Engineering; Mechanical Engineering,4
"Mauli Shikhan Prasarak Mandal's Lal Bahadur Shastri Polytechnic, Udgir Dist Latur",Maharashtra,Latur,Civil Engineering; Electrical Engineering; Mechanical Engineering,3
"Mauli Vidyapeeth Kaij Sanchalit, Sairam Arts, Science And Commerce College, Yusuf, Place- Kej City, Taluka - Kej",Maharashtra,Beed,Arts; Commerce; Science,3
"Mauli Vidyapeeths, Mahila Kala Mahavidyalaya, Beed, Place- Beed City, Taluka -Beed",Maharashtra,Beed,Arts,1
"MCE Society Abeda Inamdar Senior College Of Arts,Science and Commerce",Maharashtra,Pune,BSc; MCA,2
MCE Society Allana Institute of Management Sciences Pune,Maharashtra,Pune,MCA,1
"MCT's Rajiv Gandhi Institute of Technology, Mumbai",Maharashtra,Mumbai,Artificial Intelligence and Data Science; Computer Engineering; Electronics and Telecommunication Engineering; Information Technology; Mechanical Engineering,5
"MDA Education and Research Institute, Kolpa",Maharashtra,Hingoli,Education,1
"MDA Institute of Higher Education Sciences and Research, Kolpa, Dist. Latur",Maharashtra,Hingoli,Education,1
